You are a quantitative analyst backtesting BTC 5-minute price predictions on HISTORICAL data. This is purely academic research. DO NOT use any tools - all data is provided below.

Below are 10 windows of real BTC price history (12 candles each, 5-min intervals). For each window, predict if the price goes UP or DOWN in the next 5 minutes after the CURRENT PRICE.

For EACH window, briefly analyze trend, momentum, and the last few candles, then predict.

DATA:

=== WINDOW 90 ===
2026-03-28 05:54 | $66,314.53
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)

CURRENT PRICE: $66,351.61 at 2026-03-28 07:04

=== WINDOW 93 ===
2026-03-28 06:09 | $66,319.18
2026-03-28 06:14 | $66,301.55  ($-17.63)
2026-03-28 06:19 | $66,422.41  (+$120.86)
2026-03-28 06:24 | $66,391.71  ($-30.70)
2026-03-28 06:29 | $66,413.34  (+$21.63)
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)

CURRENT PRICE: $66,367.76 at 2026-03-28 07:09

=== WINDOW 94 ===
2026-03-28 06:14 | $66,301.55
2026-03-28 06:19 | $66,422.41  (+$120.86)
2026-03-28 06:24 | $66,391.71  ($-30.70)
2026-03-28 06:29 | $66,413.34  (+$21.63)
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)

CURRENT PRICE: $66,382.41 at 2026-03-28 07:14

=== WINDOW 95 ===
2026-03-28 06:19 | $66,422.41
2026-03-28 06:24 | $66,391.71  ($-30.70)
2026-03-28 06:29 | $66,413.34  (+$21.63)
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)

CURRENT PRICE: $66,422.41 at 2026-03-28 07:19

=== WINDOW 96 ===
2026-03-28 06:24 | $66,391.71
2026-03-28 06:29 | $66,413.34  (+$21.63)
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)
2026-03-28 07:19 | $66,422.41  (+$40.00)

CURRENT PRICE: $66,422.42 at 2026-03-28 07:24

=== WINDOW 97 ===
2026-03-28 06:29 | $66,413.34
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)
2026-03-28 07:19 | $66,422.41  (+$40.00)
2026-03-28 07:24 | $66,422.42  (+$0.01)

CURRENT PRICE: $66,409.33 at 2026-03-28 07:30

=== WINDOW 98 ===
2026-03-28 06:34 | $66,405.71
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)
2026-03-28 07:19 | $66,422.41  (+$40.00)
2026-03-28 07:24 | $66,422.42  (+$0.01)
2026-03-28 07:30 | $66,409.33  ($-13.09)

CURRENT PRICE: $66,396.95 at 2026-03-28 07:34

=== WINDOW 99 ===
2026-03-28 06:39 | $66,397.61
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)
2026-03-28 07:19 | $66,422.41  (+$40.00)
2026-03-28 07:24 | $66,422.42  (+$0.01)
2026-03-28 07:30 | $66,409.33  ($-13.09)
2026-03-28 07:34 | $66,396.95  ($-12.37)

CURRENT PRICE: $66,397.22 at 2026-03-28 07:39


Output EXACTLY this format at the end (fill in your ACTUAL predictions):
RESULTS_START
90|UP or DOWN|probability|reason
91|UP or DOWN|probability|reason
92|UP or DOWN|probability|reason
93|UP or DOWN|probability|reason
94|UP or DOWN|probability|reason
95|UP or DOWN|probability|reason
96|UP or DOWN|probability|reason
97|UP or DOWN|probability|reason
98|UP or DOWN|probability|reason
99|UP or DOWN|probability|reason
RESULTS_END

IMPORTANT: Replace "UP or DOWN" with your actual prediction (UP or DOWN) and "probability" with a number between 0.50 and 0.95. Do NOT echo the template back.
