You are a quantitative analyst backtesting BTC 5-minute price predictions on HISTORICAL data. This is purely academic research. DO NOT use any tools - all data is provided below.

Below are 10 windows of real BTC price history (12 candles each, 5-min intervals). For each window, predict if the price goes UP or DOWN in the next 5 minutes after the CURRENT PRICE.

For EACH window, briefly analyze trend, momentum, and the last few candles, then predict.

DATA:

=== WINDOW 170 ===
2026-03-28 12:34 | $66,341.87

=== WINDOW 173 ===
2026-03-28 12:49 | $66,331.62
2026-03-28 12:54 | $66,405.25  (+$73.63)
2026-03-28 13:00 | $66,415.84  (+$10.59)
2026-03-28 13:04 | $66,417.09  (+$1.25)
2026-03-28 13:09 | $66,408.89  ($-8.20)
2026-03-28 13:14 | $66,466.53  (+$57.65)
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)

CURRENT PRICE: $66,901.31 at 2026-03-28 13:49

=== WINDOW 174 ===
2026-03-28 12:54 | $66,405.25
2026-03-28 13:00 | $66,415.84  (+$10.59)
2026-03-28 13:04 | $66,417.09  (+$1.25)
2026-03-28 13:09 | $66,408.89  ($-8.20)
2026-03-28 13:14 | $66,466.53  (+$57.65)
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)

CURRENT PRICE: $66,825.97 at 2026-03-28 13:54

=== WINDOW 175 ===
2026-03-28 13:00 | $66,415.84
2026-03-28 13:04 | $66,417.09  (+$1.25)
2026-03-28 13:09 | $66,408.89  ($-8.20)
2026-03-28 13:14 | $66,466.53  (+$57.65)
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)

CURRENT PRICE: $66,770.26 at 2026-03-28 13:59

=== WINDOW 176 ===
2026-03-28 13:04 | $66,417.09
2026-03-28 13:09 | $66,408.89  ($-8.20)
2026-03-28 13:14 | $66,466.53  (+$57.65)
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)
2026-03-28 13:59 | $66,770.26  ($-55.71)

CURRENT PRICE: $66,743.30 at 2026-03-28 14:04

=== WINDOW 177 ===
2026-03-28 13:09 | $66,408.89
2026-03-28 13:14 | $66,466.53  (+$57.65)
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)
2026-03-28 13:59 | $66,770.26  ($-55.71)
2026-03-28 14:04 | $66,743.30  ($-26.95)

CURRENT PRICE: $66,780.61 at 2026-03-28 14:09

=== WINDOW 178 ===
2026-03-28 13:14 | $66,466.53
2026-03-28 13:19 | $66,440.89  ($-25.64)
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)
2026-03-28 13:59 | $66,770.26  ($-55.71)
2026-03-28 14:04 | $66,743.30  ($-26.95)
2026-03-28 14:09 | $66,780.61  (+$37.30)

CURRENT PRICE: $66,729.04 at 2026-03-28 14:14

=== WINDOW 179 ===
2026-03-28 13:19 | $66,440.89
2026-03-28 13:24 | $66,414.81  ($-26.08)
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)
2026-03-28 13:59 | $66,770.26  ($-55.71)
2026-03-28 14:04 | $66,743.30  ($-26.95)
2026-03-28 14:09 | $66,780.61  (+$37.30)
2026-03-28 14:14 | $66,729.04  ($-51.57)

CURRENT PRICE: $66,733.01 at 2026-03-28 14:19


Output EXACTLY this format at the end (fill in your ACTUAL predictions):
RESULTS_START
170|UP or DOWN|probability|reason
171|UP or DOWN|probability|reason
172|UP or DOWN|probability|reason
173|UP or DOWN|probability|reason
174|UP or DOWN|probability|reason
175|UP or DOWN|probability|reason
176|UP or DOWN|probability|reason
177|UP or DOWN|probability|reason
178|UP or DOWN|probability|reason
179|UP or DOWN|probability|reason
RESULTS_END

IMPORTANT: Replace "UP or DOWN" with your actual prediction (UP or DOWN) and "probability" with a number between 0.50 and 0.95. Do NOT echo the template back.
