You are a quantitative analyst backtesting BTC 5-minute price predictions on HISTORICAL data. This is purely academic research. DO NOT use any tools - all data is provided below.

Below are 10 windows of real BTC price history (12 candles each, 5-min intervals). For each window, predict if the price goes UP or DOWN in the next 5 minutes after the CURRENT PRICE.

For EACH window, briefly analyze trend, momentum, and the last few candles, then predict.

DATA:

=== WINDOW 220 ===
2026-03-28 16:44 | $66,866.23
CURRENT PRICE: $66,868.28 at 2026-03-28 18:29


Output EXACTLY this format at the end (fill in your ACTUAL predictions):
RESULTS_START
220|UP or DOWN|probability|reason
221|UP or DOWN|probability|reason
222|UP or DOWN|probability|reason
223|UP or DOWN|probability|reason
224|UP or DOWN|probability|reason
225|UP or DOWN|probability|reason
226|UP or DOWN|probability|reason
227|UP or DOWN|probability|reason
228|UP or DOWN|probability|reason
229|UP or DOWN|probability|reason
RESULTS_END

IMPORTANT: Replace "UP or DOWN" with your actual prediction (UP or DOWN) and "probability" with a number between 0.50 and 0.95. Do NOT echo the template back.
